State,Country,FIPS,MR_2014,LAND_AREA,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,Tot_Population_CEN_2010,Tot_Population_ACS_10_14,Males_CEN_2010,Males_ACS_10_14,Females_CEN_2010,Females_ACS_10_14,Pop_under_5_CEN_2010,Pop_5_17_CEN_2010,Pop_18_24_CEN_2010,Pop_25_44_CEN_2010,Pop_45_64_CEN_2010,Pop_65plus_CEN_2010,Tot_GQ_CEN_2010,Inst_GQ_CEN_2010,Non_Inst_GQ_CEN_2010,Hispanic_CEN_2010,NH_White_alone_CEN_2010,NH_Blk_alone_CEN_2010,NH_AIAN_alone_CEN_2010,NH_Asian_alone_CEN_2010,NH_NHOPI_alone_CEN_2010,NH_SOR_alone_CEN_2010,Pop_5yrs_Over_ACS_10_14,Othr_Lang_ACSMOE_10_14,Not_HS_Grad_ACS_10_14,College_ACS_10_14,Pov_Univ_ACS_10_14,Prs_Blw_Pov_Lev_ACS_10_14,One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14,Diff_HU_1yr_Ago_ACS_10_14,ENG_VW_SPAN_ACS_10_14,ENG_VW_INDO_EURO_ACS_10_14,ENG_VW_API_ACS_10_14,ENG_VW_OTHER_ACS_10_14,ENG_VW_ACS_10_14,Rel_Family_HHD_ACS_10_14,MrdCple_Fmly_HHD_ACS_10_14,Not_MrdCple_HHD_ACS_10_14,Female_No_HB_ACS_10_14,NonFamily_HHD_ACS_10_14,Sngl_Prns_HHD_ACS_10_14,HHD_PPL_Und_18_ACS_10_14,Tot_Prns_in_HHD_ACS_10_14,Rel_Child_Under_6_ACS_10_14,HHD_Moved_in_ACS_10_14,PUB_ASST_INC_ACS_10_14,Med_HHD_Inc_BG_ACS_10_14,Med_HHD_Inc_TR_ACS_10_14,Aggregate_HH_INC_ACS_10_14,Tot_Housing_Units_ACS_10_14,Tot_Occp_Units_ACS_10_14,Tot_Vacant_Units_ACS_10_14,Renter_Occp_HU_ACS_10_14,Owner_Occp_HU_ACS_10_14,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14,Crowd_Occp_U_ACS_10_14,Occp_U_NO_PH_SRVC_ACS_10_14,No_Plumb_ACS_10_14,Recent_Built_HU_ACS_10_14,Med_House_Value_BG_ACS_10_14,Med_House_Value_TR_ACS_10_14,Aggr_House_Value_ACS_10_14
United States,country,0,793.48,12389733.31,828558045,132411976,286946657,1247916678,1265926934,613518280,622743126,634398398,643183808,81276671,218455318,120951380,327848205,333874926,165510178,32334244,17053317,15280927,142358125,868600538,160273209,6930329,43688325,1445022,2046666,1185958759,90842845,109217316,240641241,1233066856,190675678,878916120,197881109,168484387,189320884,9236964,2491471,3061068,727086,15516589,315815030,232796289,243529115,60961922,160510374,132122901,153624603,1232985013,66299446,117616029,NaN,NaN,NaN,3.43E+13,545804173,476325404,69478769,160639421,315685983,382472871,66861938,58485662,37590523,12363795,11735748,12897461,5460393,NaN,NaN,6.68E+13
Alabama,state,1,995.59,277338.612,21215389,4017223,9422029,34654641,35127005,17006932,17243979,17647709,17883026,2265761,6009406,3419462,9067060,9243792,4649160,952401,546708,405693,3044449,24232706,5756517,159589,830888,25477,44933,32893776,2195061,3221984,6316562,34124434,5715470,23930532,5619732,4926621,5390714,227622,40160,61906,16951,346639,8802694,6412763,6938193,1784070,4548262,3784784,4236378,34139623,1836050,3326986,NaN,NaN,NaN,9.02E+11,15421920,13350956,2070964,4468367,8882589,10917560,1743458,1495905,1254504,304005,338427,397305,160720,NaN,NaN,1.62E+12
Alabama,Autauga County,1001,989.16,594.437,31650,0,22921,54571,55136,26569,26774,28002,28362,3579,11034,4617,14730,14065,6546,455,362,93,1310,42154,9595,217,467,22,45,51721,1562,5012,7950,54712,7006,38508,9921,5814,8413,131,0,13,0,144,14272,11184,9120,2405,6032,5254,7369,54694,3169,4685,16.09375,51224.875,51355.1875,1307856800,22431,20304,2127,5056,15248,16154,1022,842,4401,530,463,817,679,120809.375,126756.25,2229571500
Alabama,Baldwin County,1003,836.66,1847.631,63649,71210,93126,227985,237059,111879,116069,116106,120990,13933,37316,22246,55198,63216,36076,6876,4515,2361,8911,176904,35832,1231,1920,97,300,223169,10647,19479,43237,230875,39533,156403,41667,34350,40955,537,135,123,70,865,60271,46437,42815,10537,28981,24633,24891,230778,10866,24641,12.864,45502.45968,44167.99194,5714243800,125773,89252,36521,28093,61159,78739,10359,19912,16480,1317,2536,2103,1704,155773.7705,152304.8387,11749317400
Alabama,Barbour County,1005,983.65,1225.933,0,11544,32502,44046,43842,22766,22692,21280,21150,2651,6966,4008,11335,12416,6670,3662,3322,340,1483,28842,12940,151,141,27,19,41362,1447,7177,3964,40444,9045,26059,8514,6245,6094,119,0,0,0,119,10275,7384,7940,2387,5049,4572,4670,40478,1841,2729,7.641025641,34441.25641,35187.48718,707073800,19689,15324,4365,4467,10857,13209,1517,363,4585,207,451,1009,216,92876.92308,91794.87179,1558246200
Alabama,Bibb County,1007,1094.1,872.351,133132,7252,38078,178462,177890,85587,85558,92875,92332,12843,32477,18480,45866,46201,22595,8275,5674,2601,4795,82685,85768,351,2514,81,235,165384,7516,20637,24866,169662,43217,115372,28275,29074,30707,529,124,118,9,780,41205,25341,38397,13065,22533,19591,20573,169664,9097,16823,12.23404255,36218.14894,35855.41844,3514466900,78918,63738,15180,27830,35908,54636,13244,6533,4501,1050,1848,2749,610,106983.4532,105463.1206,4972841300
Alabama,Blount County,1009,984.06,1203.481,83256,5374,91702,180332,182080,87921,88931,92411,93149,10465,31017,14564,45214,50863,28209,2516,1537,979,8067,164192,4038,650,978,43,144,171920,7318,19628,23708,179180,27492,123667,34536,22237,22706,635,30,73,25,763,49528,39566,30042,7254,20080,17621,22747,179511,8925,13421,13.77876106,47427.16216,46158.63964,4110558100,79409,69608,9801,17459,52149,59788,5152,2060,12370,988,1716,1379,556,148945.045,148633.3333,9134885400
Alabama,Bullock County,1011,1046.14,622.805,0,5307,5607,10914,10693,5912,5799,5002,4894,742,1688,994,2917,3104,1469,1690,1642,48,777,2392,7637,20,20,4,5,9986,379,2511,1026,10153,2085,6594,1777,1791,1522,0,18,0,0,18,2265,1050,2696,985,1481,1274,1111,10117,379,801,15.42857143,33079,36594.28571,164487200,4469,3746,723,1019,2727,2598,368,65,1438,122,288,324,165,78842.85714,78800,268424000
Alabama,Butler County,1013,1113.76,5748.158,382568,126458,208539,717565,721670,352173,354425,365392,367245,45883,129274,72175,176080,198183,95970,20587,8359,12228,20720,631016,40849,1676,11575,341,711,678032,26984,48970,127796,700133,90250,532373,113512,66981,99030,1501,424,781,144,2850,188119,146569,126476,29673,84926,69717,89619,700807,36541,58944,13.30544747,55473.09766,54374.62573,19518734500,300345,273045,27300,75753,197292,229733,29444,20534,20527,3561,5384,5302,2843,135747.7097,137651.5686,33403897800
Alabama,Calhoun County,1015,1128.17,5365.985,152276,36881,166152,355309,352845,174765,173655,180544,179190,22230,60843,33549,86134,98595,53958,11928,7199,4729,22611,263135,57187,1501,4129,166,291,331770,15195,40714,40367,341112,67528,227212,71652,46345,54066,1041,26,470,5,1542,91004,64486,71704,20077,45186,38878,42009,340271,17571,29735,11.68813559,42035.35052,40537.64605,7458997900,162969,136190,26779,39589,96601,120133,12750,9001,20910,2310,3464,5836,1051,93184.77509,93837.80069,11590758900
Alabama,Chambers County,1017,1095.65,1193.669,12739,23710,32862,69311,70641,34024,34571,35287,36070,4391,13323,5532,17774,19291,9000,687,573,114,7171,44660,16023,191,492,20,48,66113,4032,9091,7295,69822,11998,47373,10695,12007,9189,634,30,109,0,773,18749,14062,12390,3267,7703,6846,8798,69906,3349,5388,7.056603774,43894.90196,43491.98039,1768394200,30818,26452,4366,6773,19679,22423,1645,866,5858,745,787,1313,628,104488.2353,100203.9216,2634916700
Alabama,Cherokee County,1019,1035.07,4790.248,175614,80562,198452,454628,462848,224737,228583,229891,234265,31131,84746,38904,119371,122403,58073,8271,5150,3121,37755,350768,32543,17704,4569,185,606,433197,25450,46203,77848,453780,72493,310100,68609,78850,58564,2567,178,257,97,3099,121653,92825,75621,21130,46793,40241,58853,454148,25340,35893,13.19402985,48517.01493,47935.96642,11229130000,199621,168446,31175,42053,126393,151380,8890,8557,30536,4132,2926,4611,2452,124610.8209,123133.5821,21402404200
Alabama,Chilton County,1021,1066.26,692.854,0,5785,37858,43643,43781,21608,21573,22035,22208,2996,7964,3665,11606,11491,5921,393,312,81,3420,35395,4171,134,125,11,34,40871,2682,6605,3978,43290,8128,29688,6928,6840,4986,352,0,25,6,383,12097,9080,7201,2231,4184,3748,5872,43403,2219,3121,8.366666667,43544.9,42278.6,926102400,19246,16281,2965,4011,12270,12389,539,189,6086,567,409,320,195,101760,97846.66667,1476996400
Alabama,Choctaw County,1023,957.01,2102.033,0,5028,32583,37611,37120,18114,17870,19497,19250,2354,6543,2837,8275,10838,6764,422,370,52,576,23196,10215,2475,58,1,14,34912,877,5709,3432,36565,9097,21997,8079,6618,4007,8,0,12,14,34,9593,6730,8278,2319,5415,5027,4263,36556,1699,2421,13.46341463,33332.56098,32680.46341,681202900,18934,15008,3926,3791,11217,13570,955,277,4097,354,661,778,210,67629.26829,67465.85366,1089564900
Alabama,Clarke County,1025,981.58,2656.564,109875,15301,57423,182599,185078,87177,88289,95422,96789,10939,25568,40294,46421,38674,20703,9922,1438,8484,14012,111886,48504,346,5067,62,301,174200,10964,17041,32705,173529,52652,126726,27454,29126,35689,1298,62,289,61,1710,37656,26067,41590,9138,30001,21809,17761,173626,8297,20053,8.450381679,38942.82171,37600.87023,3673579800,82164,67657,14507,30607,37050,49256,13617,10846,8406,1257,2745,3141,582,149017.7419,145732.0313,6217199500
Alabama,Clay County,1027,1042.51,9269.936,389705,79589,202970,672264,681336,329931,335249,342333,346087,44219,122302,63491,174127,180539,87586,14305,7011,7294,33769,562533,47684,3424,11443,771,686,638472,29546,51450,109406,665802,88550,476775,115273,79614,99011,1369,487,500,350,2706,178011,136331,119751,30568,78071,63632,85953,666591,36335,59205,12.2887931,51697.3125,50594.14871,17011451700,289785,256082,33703,69214,186868,217247,23947,20598,27805,4150,6245,6178,2957,122833.2609,123308.1897,28070488700
Alabama,Cleburne County,1029,1088.77,1113.794,0,6357,34585,40942,40783,20230,20231,20712,20552,2306,6407,2952,9039,11759,8479,517,502,15,824,38850,561,176,74,8,8,38501,1091,5454,4344,40213,6730,24480,9159,6634,4741,71,0,0,0,71,10892,8582,7349,1639,5039,4589,4186,40244,1676,2975,4.939393939,40692.72727,38962.90909,860946500,22540,15931,6609,3609,12322,15974,1029,207,5293,391,565,1018,346,120169.697,114648.4848,1869160700
Alabama,Coffee County,1031,944.25,1683.026,0,68358,76742,145100,146824,71794,72809,73306,74015,9925,26120,12980,38119,37733,20223,3814,3362,452,9539,109580,21304,834,1380,77,121,137269,7536,18081,17891,141925,30831,91372,26337,23333,20445,803,37,43,0,883,37503,27014,27800,7820,17311,15373,17944,141989,7662,12712,11.94680851,39747.01075,39248.39785,2972050200,63154,54814,8340,17790,37024,43148,6645,1062,12266,1467,2963,1709,726,103068.4783,107489.2473,5025021800
Alabama,Colbert County,1033,1032.54,592.618,30066,471,23891,54428,54491,26159,26358,28269,28133,3134,8900,4427,13015,15489,9463,474,359,115,1093,43334,8702,262,224,14,35,51430,1653,6222,6706,53978,9860,36109,11560,6364,5995,40,0,23,0,63,15419,11089,11353,3209,7023,6267,6634,54002,2525,4322,5.847826087,40454.54348,40026.36957,1155004100,25971,22442,3529,6466,15976,20279,2566,691,2405,296,477,428,284,96834.78261,97121.73913,2185544100
Alabama,Conecuh County,1035,1094.21,850.156,0,2520,10708,13228,12985,6412,6178,6816,6807,776,2266,1019,2830,3975,2362,45,45,0,161,6764,6122,44,17,0,6,12225,356,2142,743,12928,4256,8085,2060,2783,405,36,9,0,0,45,3314,2237,2793,822,1716,1629,1324,12928,628,744,4.583333333,28663.41667,26168.91667,189136900,7066,5030,2036,1147,3883,4341,561,75,2089,101,268,1208,36,63300,65625,331200200
Alabama,Coosa County,1037,989.68,650.926,0,0,11539,11539,11247,5727,5754,5812,5493,561,1809,852,2682,3665,1970,124,124,0,230,7604,3556,40,14,0,7,10703,351,1981,745,10953,2190,6841,2407,1705,1526,0,0,0,0,0,2875,1991,2455,655,1571,1388,1097,10953,479,632,8.272727273,35228.81818,32955.45455,188475400,6478,4446,2032,836,3610,4161,213,14,2084,77,98,588,94,79590.90909,74318.18182,366875600
Alabama,Covington County,1039,1038.51,1444.247,0,11461,45872,57333,57376,27805,27715,29528,29661,3693,9917,4728,13331,15768,9896,815,715,100,852,43953,11483,216,190,5,17,53663,1322,8156,5706,56431,12927,37018,11227,8371,6442,37,20,20,0,77,15022,10709,11229,3543,6916,6331,6758,56522,2637,3863,7.196078431,36505.29412,36069.03922,1060720200,27303,21938,5365,4898,17040,20257,1033,217,5768,450,673,1540,499,91343.13725,89539.21569,2002489200
Alabama,Crenshaw County,1041,1097.58,608.84,0,0,13906,13906,13938,6714,6808,7192,7130,829,2479,1111,3282,3995,2210,132,132,0,204,10020,3241,56,189,1,2,13053,368,2205,1188,13729,2358,8876,3123,1734,1966,20,0,42,0,62,3619,2568,2856,881,1805,1683,1646,13778,643,1065,14.7,37028.1,37227.3,268049200,6718,5424,1294,1503,3921,4280,477,8,1937,65,107,390,41,67950,71700,358314200
Alabama,Cullman County,1043,1053.39,734.842,0,21517,58889,80406,80668,39719,40068,40687,40600,4931,13710,6920,19928,22107,12810,1056,696,360,3454,74568,821,397,339,18,41,75790,3594,10219,8386,79581,14354,52873,14679,12351,9496,152,4,33,0,189,22013,17051,14109,3711,9147,8234,9795,79543,4258,6392,8.596774194,38649.85484,39265.32258,1638916100,37084,31160,5924,7659,23501,26417,2070,1149,7431,600,936,980,278,110508.1967,110072.5806,3562342300
Alabama,Dale County,1045,941.63,561.148,2561,22118,25572,50251,50013,24825,24730,25426,25283,3690,8787,4726,13394,12895,6759,917,344,573,2821,35705,9546,337,527,42,66,46672,2183,5062,5588,48674,9114,30040,10992,6124,9721,86,0,35,4,125,12958,9344,10126,2804,6512,5588,6261,48774,2698,5362,5.720930233,43809.34884,44112.34884,1064066700,22793,19470,3323,7517,11953,15588,2547,379,4243,279,606,822,385,102341.0256,105287.5,1507077000
Alabama,Dallas County,1047,1210.23,3646.542,2386948,41494,74545,2502987,2588396,1235910,1276410,1267077,1311986,203422,487739,246215,764310,576361,224940,32304,22286,10018,910756,876429,553361,7673,119643,926,3419,2384177,371778,356163,469613,2555449,492328,1647110,262579,655880,433401,79799,3467,9263,2292,94821,603585,401560,519905,148687,317880,262558,343683,2555082,165843,304227,9.227042254,58507.01131,55890.96447,67999401700,1016798,921465,95333,431996,489469,611352,148977,235007,21161,58972,21120,14277,12402,167744.4443,167007.126,96109397700
Alabama,DeKalb County,1049,1043.9,2764.501,765826,48332,127842,942000,957291,457296,463405,484704,493886,66681,158048,103333,290422,230809,92707,24977,12243,12734,90650,413648,380399,2399,38004,330,1834,890160,73184,79674,220770,930540,178503,648323,117456,178069,169771,9173,2303,3603,1907,16986,214150,141603,211645,55761,139098,112992,110221,930977,50426,104446,12.35115865,54564.09498,52536.42755,24720635700,408976,353248,55728,144209,209039,266378,55704,73469,13287,9232,8108,8750,2642,175328.7313,175153.2258,39787527000
Alabama,Elmore County,1051,987.75,3693.222,26957,29142,50242,106341,106670,52660,52889,53681,53781,7367,19015,10787,29509,27511,12152,6115,5524,591,6247,79754,16510,493,1262,151,126,99676,4537,9278,14224,100304,14009,66803,20471,11647,17643,545,25,135,46,751,27559,21305,16994,4837,10740,9418,13837,100667,6456,9626,15.37096774,49680.8871,49873,2416901700,45170,38299,6871,10761,27538,33458,3130,1157,7321,631,1083,1364,1085,136527.8689,134018.0328,4467983100
Alabama,Escambia County,1053,1091.07,1601.55,270140,16752,49046,335938,342141,166885,170690,169053,171451,21172,51661,41809,82386,90169,48741,21158,8679,12479,14779,220409,79605,3658,8101,412,492,321093,17180,28437,51001,319529,57866,208796,61750,52185,58202,848,442,471,0,1761,77688,53356,72776,18198,48444,40492,32647,319718,13992,29762,13.14932127,45477.84545,44788.93182,7324367400,154186,126132,28054,46308,79824,106606,18364,16180,12891,1733,4153,3149,1350,124294.4186,121419.3548,11871142100
Alabama,Etowah County,1055,1156.38,534.987,64141,1145,39144,104430,104126,50626,50316,53804,53810,6140,17846,8893,26002,29041,16508,2085,1479,606,3447,82789,15716,372,657,30,87,98073,3462,12837,11046,102374,20059,67274,20784,14899,15136,143,18,60,34,255,27577,19917,20084,5668,12424,11216,12210,102585,5023,7928,4.554216867,38058.3012,37173.25301,2040331100,47507,40001,7506,11664,28337,36387,3894,1659,5435,719,1020,655,355,88164.63415,88000,3567267500
Alabama,Fayette County,1057,1121.65,6281.006,454754,73236,233560,761550,769460,375061,379243,386489,390217,44484,124136,76649,195799,213326,107156,24110,12819,11291,35759,608179,88171,1437,14764,232,999,726038,38145,66121,147613,744752,126825,534456,127502,92908,120991,2928,785,1388,255,5356,194279,145400,157200,35106,108321,89103,89802,744515,36980,73407,13.11287478,50356.40708,49339.74956,20064884100,342906,302600,40306,100289,202311,252262,37035,30742,22808,5198,6973,7943,3074,142372.7092,141008.6572,34973368900
Alabama,Franklin County,1059,1185.06,16145.993,1274391,274854,569558,2118803,2162591,1042858,1065117,1075945,1097474,145206,363053,221755,584941,547959,255889,51971,24019,27952,128360,1591533,290678,9087,51515,941,3565,2017129,133597,181528,415723,2108172,352115,1557185,312797,267641,357894,10287,2941,4305,3463,20996,531813,384062,461194,108727,313443,250323,265632,2110373,120433,224891,16.70101781,52359.63148,50744.82717,55968355000,968727,845256,123471,316945,528311,660049,159386,90937,57983,18834,21744,23140,10333,149671.5333,146679.164,89993338800
Alabama,Geneva County,1061,1023.06,574.409,121,2654,24015,26790,26816,13105,13125,13685,13691,1576,4415,2191,6273,7661,4674,229,229,0,920,22692,2523,197,64,8,15,25269,826,4108,2106,26437,5983,17081,5311,4094,4656,15,0,20,0,35,7819,5544,5354,1749,3079,2627,3255,26575,1481,2451,7.916666667,37869.91667,36479.91667,527133100,12666,10898,1768,2926,7972,8370,597,70,3615,276,456,608,137,78795.83333,80025,841167400
Alabama,Greene County,1063,1023.04,7336.572,357208,119588,294370,771166,777627,382471,385720,388695,391907,45219,122049,89017,191333,209377,114171,35266,17870,17396,22659,669283,51123,2911,10547,435,737,733266,29396,65887,129705,739387,130773,520885,138904,95483,126988,1294,316,779,178,2567,198122,151268,157052,33794,110198,90441,90019,740262,38648,77195,12.38155515,47393.95644,46535.22101,18548520700,352817,308320,44497,102752,205568,262327,31060,25812,33490,4297,8910,8306,3844,130651.011,129102.9197,33208524900
Alabama,Hale County,1065,1074.01,1648.624,0,29601,22432,52033,51318,26203,25837,25830,25481,3970,10379,5441,12746,12692,6805,3136,2662,474,20409,19860,11068,126,168,20,39,47441,5237,8409,4537,48107,12189,31875,7912,8902,9338,713,9,17,0,739,12340,8532,9043,3101,5235,4744,6767,48167,2785,3968,7.604651163,39138.30233,37874.97674,882634000,21179,17575,3604,5700,11875,15487,1348,703,3641,769,636,1097,82,73804.65116,72804.65116,1182779800
Alabama,Henry County,1067,960.7,4876.736,181388,110357,201956,493701,496668,240845,242495,252856,254173,30572,94820,38106,126896,135458,67849,8137,7408,729,21833,359003,96328,1085,7249,178,649,467835,21474,44193,65948,486300,70932,338239,84202,65886,63725,1093,129,285,112,1619,130624,97459,87514,24683,54349,47249,62682,488104,24732,36905,13.21428571,48214.97516,47437.32919,11365098200,210220,184973,25247,47050,137923,169571,12960,9141,18405,2608,4218,4530,1468,107643.7888,107232.6087,19060985800
Alabama,Houston County,1069,917.88,2938.616,197420,10162,85050,292632,299067,143156,146228,149476,152839,19903,53835,25372,76798,78106,38618,6357,5512,845,14135,195658,71990,911,4372,145,337,279461,13185,26637,41553,292624,50944,196258,54149,40726,43191,785,153,298,16,1252,75928,55624,55488,15912,35184,30827,37688,292967,16288,27394,8.940540541,45185.63043,44442.21081,6784386600,129623,111112,18511,36615,74497,94936,14373,4414,15832,2201,2919,3182,1633,112565.5556,112101.0929,11032289300
Alabama,Jackson County,1071,1119.22,18996.657,1027597,172204,498338,1698139,1705721,837782,841860,860357,863861,110154,289706,164231,438297,458841,236910,48794,31337,17457,115856,1267608,238134,15126,21940,2475,1747,1597636,89088,149118,265894,1655358,299120,1135571,282763,253031,265059,7210,805,1881,484,10380,421423,301787,361998,87864,242362,201423,198103,1655352,85123,168109,14.68882175,46046.59498,44926.63429,39524558100,775773,663785,111988,228978,434807,563420,81038,64371,66233,12447,19996,28910,5263,128690.378,126291.1988,67728222100
Alabama,Jefferson County,1073,1005.44,19236.776,2348488,216039,587546,3152073,3177002,1544889,1558242,1607184,1618760,202851,531344,294432,822165,881406,419875,87076,51928,35148,210909,2219930,601878,13321,55423,1544,3569,2976503,170200,247517,607267,3085734,481339,2210983,508240,391378,477018,12187,3086,3293,1350,19916,807942,577293,672388,173547,441739,370702,384648,3085952,165854,306724,12.76126126,52749.90021,51238.35911,85607574600,1408370,1249681,158689,411941,837740,1019344,166633,148598,72854,20331,28295,34291,12850,161851.1369,160825.114,1.61E+11
Alabama,Lamar County,1075,1048.67,2192.591,27631,33516,77185,138332,140138,66912,67632,71420,72506,9367,24432,14492,35335,35203,19503,2723,1397,1326,4949,104672,24718,759,1031,27,86,131096,5122,12600,21027,137177,25003,91186,23467,23292,24006,135,49,165,0,349,37666,27664,25453,7562,15451,13332,18601,137146,8062,13976,8.478723404,42223.76596,42416.98936,3121798700,61534,53117,8417,17087,36030,44670,6883,3352,6533,1376,1557,1761,963,98431.1828,98459.57447,4842570000
Alabama,Lauderdale County,1077,957.46,1843.32,47008,53029,100748,200785,200660,97658,97690,103127,102970,12721,34088,20615,49905,53161,30295,8472,6097,2375,4094,139575,53024,618,1299,40,123,188672,6380,22543,25753,191632,41174,133031,34335,26199,31309,266,64,136,11,477,51688,35783,42403,12532,26498,23185,24680,191954,10465,18477,9.72392638,38674.66871,38037.2638,4230596500,90136,78186,11950,25823,52363,64469,11346,3379,10826,1553,2103,3259,917,98199.98765,98578.52761,7230661900
Alabama,Lawrence County,1079,1096.08,5786.351,34281,134344,233043,401668,399007,197337,197237,204331,201770,24381,68026,33580,95982,113252,66447,9001,6311,2690,7302,368068,15330,3266,1390,50,209,375699,12871,43586,43071,385748,65335,262375,76187,50607,45404,247,416,51,41,755,106718,81909,73613,18167,48804,42773,47073,386217,19176,27939,14.87172012,41959.94752,41129.81341,8348227200,179451,155522,23929,39388,116134,135944,13375,5544,24381,2633,4288,6858,1499,98860.81871,97927.40525,14464862500
Alabama,Lee County,1081,954.82,5981.352,697138,136364,246196,1079698,1117170,533680,551919,546018,565251,62336,168203,102805,256167,287631,202556,27234,18417,8817,138590,767130,142255,2489,14106,357,1955,1055416,97158,111250,186833,1088293,193109,693352,213196,190466,199192,11059,2890,1399,160,15508,278864,210358,211639,50163,143133,116918,117043,1089163,49693,121375,10.12128419,48596.42377,46806.84349,26854466400,573865,421997,151868,132778,289219,366187,62884,73992,70338,9624,11777,10689,6189,151821.3687,144165.9534,53554098900
Alabama,Limestone County,1083,900.64,1465.222,10136,35802,60228,106166,110698,54032,56219,52134,54479,6882,18494,8748,28937,29147,13958,4499,4439,60,9056,79545,14391,555,995,27,105,103798,5957,13660,15931,105358,16672,72003,17447,16083,13721,919,15,83,30,1047,28936,22828,17511,4697,11403,10402,12776,105543,5555,8232,7.852459016,46360.36066,46513.32787,2608970400,45793,40339,5454,9743,30596,35205,2429,1107,6861,881,1043,1312,1238,114888.5246,118716.3934,4772633700
Alabama,Lowndes County,1085,1143.32,1717.487,76150,37681,66480,180311,183169,86915,88791,93396,94378,13188,31569,26515,46375,42612,20052,7824,3653,4171,6239,95922,73002,428,1969,123,282,170126,7696,19086,23952,177379,45126,112104,30612,33567,35305,392,228,98,8,726,43550,28856,38580,11942,23886,18874,23277,177439,11405,19487,15.44,39386.368,38746.768,3505461700,76895,67436,9459,28897,38539,52372,10185,4593,9681,1678,1839,2845,1370,114495.082,114918.5484,5503889700
Alabama,Macon County,1087,1119.47,3214.136,93863,32776,92057,218696,216519,105818,105019,112878,111500,13288,35549,21028,50080,61522,37229,8785,4914,3871,6130,161345,45296,480,1681,61,202,203673,8220,22600,29214,207853,42356,138843,43537,28933,31693,399,25,127,7,558,55797,40460,47762,11614,32425,27994,24808,208072,10847,18986,12.31578947,40550.75263,40122.31053,4846288700,109546,88222,21324,26478,61744,82464,8523,6007,12447,1710,3285,4052,477,95746.55556,95422.63158,8176225000
Alabama,Madison County,1089,840.7,13532.374,716364,216762,414698,1347824,1359613,663735,670443,684089,689170,85325,230706,150436,342097,361472,177788,48943,23762,25181,50262,1047687,205565,5120,16550,636,1404,1276581,52594,103680,254129,1307296,206609,946940,228779,156220,199219,3193,792,1028,81,5094,345802,259003,259083,63719,172284,144859,163219,1307356,68840,122117,14.08552632,50968.75828,50059.86828,35438748000,588443,518086,70357,159218,358868,439180,72236,35432,41401,8800,12285,16469,7844,131450.2257,130356.1191,60762258200
Alabama,Marengo County,1091,1022.93,976.88,0,6452,14575,21027,20489,9913,9550,11114,10939,1307,3884,1774,4792,5846,3424,254,240,14,352,9607,10838,31,53,9,1,19282,461,2185,2225,20238,5054,13544,4271,2454,2352,14,0,0,0,14,5553,3666,4811,1491,2924,2772,2790,20262,1097,1430,5.416666667,36539.625,33672.08333,452558300,10226,8477,1749,2417,6060,6764,882,236,2344,115,349,772,113,94212.5,92229.16667,681803000
Alabama,Marion County,1093,1071.62,10342.727,1314605,264375,383076,1962056,1984132,955543,966157,1006513,1017975,134025,333131,184934,511863,508866,289237,50380,34289,16091,204761,1350530,325587,7300,30337,2823,3621,1850859,137287,206275,297505,1929284,383568,1302975,329060,316450,316296,17238,2042,3253,667,23200,487526,338003,430076,112853,280553,233355,232474,1932014,105370,210425,16.49708455,43503.79693,42319.97297,43579497800,891673,768079,123594,282371,485708,616684,110539,82684,81087,19396,21082,32291,6748,119975.932,118968.2516,70145653800
Alabama,Marshall County,1095,1077.09,7541.498,16887,116000,232839,365726,366067,181003,181255,184723,184812,23727,64293,29485,87479,102218,58524,7296,5600,1696,28792,305398,22118,2940,1736,135,194,342923,17918,43290,40006,358150,55659,240987,67163,52111,43476,2297,138,219,71,2725,97053,74527,65065,15744,42539,36999,43493,358665,19020,26370,12.69310345,45109.50345,44635.68621,7989203700,164996,139592,25404,34078,105514,126496,11612,3998,22726,3528,4004,4842,1346,107603.4483,105131.0345,14360942900
Alabama,Mobile County,1097,1013.48,1229.439,326183,4127,82682,412992,414045,198374,198288,214618,215757,28159,75422,41277,105048,109765,53321,6808,3171,3637,9936,243904,142272,3541,7507,157,428,386191,16530,41121,58139,404297,80412,277934,66226,62329,59258,733,164,599,110,1606,103593,68878,85522,28356,50807,44127,50959,404105,21889,35461,12.12639405,41798.54887,41021.6779,9116168400,180277,154400,25877,51427,102973,133228,18685,12903,15343,3126,4033,7094,2412,120061.5385,118435.9848,15978013100
Alabama,Monroe County,1099,1001.64,10246.784,936455,213057,400455,1549967,1556299,760373,763556,789594,792743,87309,257265,180026,375899,433909,215559,52778,14241,38537,105546,1202592,171896,4091,37279,455,2078,1471323,99043,116604,306500,1505495,238492,1115788,271937,151874,233079,6090,3994,3269,847,14200,384434,282648,320450,75862,218664,176399,176552,1503993,73158,137653,17.17026578,52426.56255,50798.94319,40576413900,704245,603098,101147,193085,410013,502267,102712,55411,43499,8644,16878,13781,4519,149789.6766,147898.2401,71328919300
